JR96,El\'ena et les Hommes,1956,J.Renoir,PN:,SWarners,prc,Romt,aw,"Paris, France; T(1880)",C(Claude Renoir) Lang(\Fr) Alt(Paris Does Strange Things; USA),|
JR98,Lunch on the Grass,1959,J.Renoir,PN:,SU:,prc,Ctxx,aw,lc,,|
JR100,The Vanishing Corporal,1961,J.Renoir,PN:,SU:,prc,Ctxx,aw,lc,,|
JR105,C'est la Revolution,1967,J.Renoir,PN:,SU:,prc,Ctxx,aw,lc,,|
JR110,Le Petit Theatre de Jean Renoir,1969,J.Renoir,PN:,SU:,prc,Ctxx,aw,lc,,|
PlL1,Waxworks,1924,Leni,PN:,SU:,bws,Susp,|
PlL2,The Cat and the Canary,1927,Leni,PN:,SUniversal,sbw,Susp,H***,lc,,|
PlL3,The Man Who Laughs,1928,Leni,PN:,SUniversal,bnw,,,,B(Victor Hugo),|
SET1,Roulette,1924,S.E.V.Taylor,Selznick,SAetna,bws,Dram,aw,lc,Nt(first Selznick),|
SET8,"Du Barry, Woman of Passion",1930,S.E.V.Taylor,,SU:,bnw,Dram,aw,lc,Er(right taylor D),|
SE1,Glumov's Diary,1924,Eisenstein,PN:,SU:,,txx,,,Note(incomplete) Er(19xx),|
SE3,Strike,1924,Eisenstein,PN:,SGoskino,bws,,H***,,W(Eisenstein) note(debut of Montage rechnique),|
SE4,Bronenosets Potemkin,1925,Eisenstein,Eisenstein,SGoskino,"bws,bnw",Dram,"H****, judged best film ever made","Odessa, Crimea, USSR; T(1905)","C(Edouard Tiss\'e, V. Popov) Alt(The Battleship Potemkin; USA)",|
SE6,Oktober,1927,Eisenstein,PN:,SU:,,Docu,,,Alt(Ten days that Shook the World),|
SE8,The General Line,1928,Eisenstein,PN:,SU:,,Docu,,,Title(Ten days that Shook the World),|
SE10,Mysery and Fortune of Women,1929,Eisenstein,PN:,SU:,,Docu,,,Note(topic: Sexual Hygiene),|
SE15,Que Viva Mexico,1932,Eisenstein,PN:Upton Sinclair,SU:,,Docu,,,"Note(unfinshed, restored) Titlee(Time in the Sun)",|
SE20,Alexander Nevsky,1937,Eisenstein,PN:,SMosfilm,bnw,BioP,H****,Leningrad,Seen19(M) 20Jan90 M(Sergei Prokofiev) C(Eduard Tisse). Lang(\Ru),|
SE28,Que Viva Mexico!,1940,Eisenstein,PU:,SU:,col,Docu,aw,Mexico; T(1930),C(Eduard Tisse) Note(Completed posthumously by disciples),|
SE25,"Ivan the Terrible, part I",1944,Eisenstein,Eisenstein,SL:USA,"col,bnw",BioP,"H**, W50","Moscow, USSR",M(Prokofiev) W(Eisenstein) Alt(Ivan Groznyi; USSR),|
SE26,"Ivan the Terrible, part II",1946,Eisenstein,Eisenstein,SL:USA,,BioP,W50,,M(Prokofiev) W(Eisenstein) Alt(The Boyars Plot; USSR),|
SE27,"Ivan the Terrible, part III",1946,Eisenstein,Eisenstein,SL:USA,,BioP,,,Le(4 min; rest lost) W(Eisenstein),|
AlD10,Catherine,1924,Dieudonne,PN:J.Renoir,SU:,prc,Ctxx,aw,lc,W(J.Renoir),|
DBu10,Lily of the Dust,1924,Buchowetzski,PN:,SParamount,bws,"Dram,Romt",aw,lc,,|
WKH1,East of Broadway,1924,W.K.Howard,PN:,SU:,bnw,Dram,aw,lc,,|
WKH10,The Main Event,1927,W.K.Howard,PN:,SU:,bnw,Dram,aw,lc,,|
WKH14,The Valiant,1929,W.K.Howard,PN:,SU:,bnw,Dram,aw,lc,,|
WKH20,Scotland Yard,1930,W.K.Howard,PN:,SU:,bnw,Dram,aw,lc,,|
WKH30,Sherlock Holmes,1932,W.K.Howard,PN:,SU:,bnw,Dram,aw,lc,,|
WKH35,The Power and The Glory,1933,W.K.Howard,Jesse L. Lasky,SFox,bnw,Dram,H*,,W(P.Sturges),|
WKH40,The Cat and the Fiddle,1934,W.K.Howard,PN:,SU:,bnw,Dram,aw,lc,,|
WKH44,"Vanessa, her Love Story",1935,W.K.Howard,Selznick,SMGM,bnw,Dram,H,England,W(Leonore Coffee) V(C.Gibbons),|
WKH45,Mary Burns Fugitive,1935,W.K.Howard,Wanger,SParamount,bnw,Dram,aw,lc,,|
WKH50,Fire over England,1936,W.K.Howard,PN:,"SPendennis, London",bnw,Dram,[47],England; T(1587),,|
WKH52,The Princess Comes Across,1936,W.K.Howard,PN:,SU:,bnw,Comd,aw,lc,,|
WKH60,Johnny Come Lately,1943,W.K.Howard,PN:,SU:,bnw,Dram,aw,lc,,|
AES10,Putting Pants on Philip,1926,A.E.Sutherland?,Roach,SU:,bws,Comd,H*,"wharf, NYC, NY",Ser(Laurel and Oliver 1) Le(2 reels),|
AES11,It's the Old Army Game,1926,A.E.Sutherland,,SParamount,bws,Comd,,,,|
AES70,Diamond Jim,1935,A.E.Sutherland,Grainger,SUniversal,bnw,Comd,H*,,W(P.Sturges),|
AES80,The Flying Deuces,1939,A.E.Sutherland,Roach,SU:,,Comd,,,Ser(Laurel and Oliver x),|
AES85,The Invisible Woman,1939,A.E.Sutherland,PN:Burt Keyes,SUniversal,bnw,Comd,,,V(Joseph P. Felton B(Joe Siodmak),|
AES90,One Night in the Tropics,1939,A.E.Sutherland,PN:Leonard Spiegelglass,SUniversal,bnw,"Comd,Musc",H,"island, Carribean","B(Earl Derr Biggers) M(Andre Previn, Oscar Hammerstein, H.Jerome Kern, Dorothy Fields)",|
AES85,The Invisible Woman,1939,A.E.Sutherland,PN:Burt Keyes,SUniversal,bnw,Comd,,,V(Joseph P. Felton B(Joe Siodmak),|
AES100,Follow the Boys,1944,A.E.Sutherland,Charlie~Feldman,SUniversal,bnw,Musc,H*,mil.inst.; T(1944),"M(Jule~Styne, Sammy Cahn;AAN) C(David Abel)",|
AJG50,A Chump at Oxford,1939,A.Goulding,Roach,SU:,bnw,Comd,H**,"Oxford, England",,|
ArF10,\UN,1925,Fanck,PN:,SU:,prc,Actn,aw,lc,,|
ChR4,The Man in the Box,1925,Ch.Reisner,PN:,SU:,prc,Ctxx,aw,lc,,|
ChR10,Steamboat Bill jnr.,1928,Ch.Reisner,Keaton,SU.A.,bws,Comd,H*,"Mississippi river, South",,|
ChR13,Hollywood Revue,1929,Ch.Reisner,PN:Harry Rapf,SMGM,"bnw, \Tcol",Musc,,lc,Nt(no story),|
ChR20,Reducing,1932,Ch.Reisner,PN:,SU:,prc,Ctxx,aw,lc,,|
ChR30,The Show-Off,1934,Ch.Reisner,PN:,SU:,prc,Ctxx,aw,lc,,|
ChR40,Sophie Lang Goes West,1937,Ch.Reisner,PN:,SU:,prc,Ctxx,aw,lc,,|
ChR50,The Big Store,1941,Ch.Reisner,PN:Louis K. Sidney,SMGM,bnw,Comd,H*,department store,|
ChR60,Lost in a Harem,1944,Reisner,PN:George Haight,SMGM,bnw,Comd,,,Ser(A+C; 12),|
ChR70,The Cobra Strikes,1948,Ch.Reisner,PN:,SU:,prc,Ctxx,aw,lc,,|
ChR80,The Travelling Saleswoman,1950,Ch.Reisner,PN:,SU:,prc,Comd,aw,lc,,|
CLa40,"Love, Honor, and Oh Baby",1941,Lamont,PN:,SU:,prc,Comd,aw,lc,,|
CLa60,The Merry Monahans,1944,Lamont,PN:,SU:,prc,Comd,aw,lc,,|
CLa65,Bowery to Broadway,1944,Lamont,PN:,SU:,prc,Comd,aw,lc,,|
CLa70,Frontier Gal,1945,Lamont,PN:,SU:,prc,Comd,aw,lc,,|
CLa75,The Runaround,1946,Lamont,PN:,SU:,prc,Comd,aw,lc,,|
CLa80,Slave Girl,1947,Lamont,PN:,SU:,prc,Comd,aw,lc,,|
CLa90,Bagdad,1949,Lamont,PN:,SU:,prc,Comd,aw,lc,,|
CLa95,Abbott and Costello in the Foreign Legion,1950,Lamont,PN:Robert Artur,SUI,bnw,Comd,H,"Brooklyn, NY; Sahara","R(G) W(John Grant, al.) Ser(A+C; 26)",|
CLa100,Abbott and Costello Meet the Invisible Man,1951,Lamont,PN:Howard Christie,SUniversal,bnw,Comd,H*,lc,"R(G) W(John Grant, al.) Ser(A+C; 27)",|
CLa110,Abbott and Costello Meet Captain Kidd,1952,Lamont,PN:Alex Gottlieb,SWarners,Supercinecolor,Comd,H*,lc,R(G) Ser(A+C; 31),|
CLa114,Abbott and Costello Go To Mars,1953,Lamont,PN:Howard Christie,SUI,bnw,Comd,H,"space; New Orleans, LA; Venus","W(John Grant, D.D. Beauchamp) Ser(A+C; 32)",|
CLa115,Abbott and Costello Meet Dr.~Jekyll and Mr.~Hyde,1953,Lamont,PN:,SUniversal,bnw,Comd,H*,"W(Leo Loeb, John Grant) Ser(A+C; 33)",|
CLa117,Ma and Pa Kettle in Paris,1953,Lamont,PN:,SU:,,Comd,,,|
CLa120,Untamed Heiress,1954,Lamont,PN:,SU:,,Comd,,,|
CLa121,Abbott and Costello Meet the Keystone Kops,1954,Lamont,PN:Howard Christie,SUniversal,bnw,Comd,H*,; T(1910),"W(John Grant, al.) R(G) Ser(A+B 34)",|
CLa125,Abbott and Costello Meet the Mummy,1955,Lamont,PN:Howard Christie,SUniversal,bnw,Comd,H*,Egypt,"W(John Grant) R(G) Ser(A+B; 35, last-1)",|
CLa125,Abbott and Costello Meet the Mummy,1955,Lamont,PN:Howard Christie,SUniversal,bnw,Comd,H*,Egypt,"W(John Grant) R(G) Ser(A+B; 35, last-1)",|
CLa127,"Dance With me, Henry",1956,Lamont,PN:,SU:,,Comd,,,"Ser(A+C; 36, last) Er(D)",|
CLa135,The Kettles in the Ozarks,1956,Lamont,PN:,SU:,,Comd,,,|
CLa150,The World of Abbott and Costello,1965,none,"PN:Max L. Rosenberg, Milton Subotsky",SUniversal,bnw,Comd,,,Nt(pastiche of clips),|
EAD10,Vaudeville,1925,Dupont,PN:,SUFA,bws,Dram,H**,lc,"W(Dupont, Leo Birinsky) C(Freund) Alt(Variety; USA)",|
EG3,Love,1927,E.Goulding,E.Goulding,SMGM,bws,Dram,H*,Russia,B(Tolstoy: Anna Karenina) Nt(two alternate endings),|
EG6,The Trespasser,1929,E.Goulding,PN:,SU:,prc,Ctxx,aw,lc,W(E.Goulding),|
EG10,Blondie of the Follies,1932,E.Goulding,"PN:Marion Davis, Irving Thalberg",MGM,bnw,"Comd, Dram",H*,"NYC, NY",Nt(recut to enhance Marion Davis' role),|
EG11,Grand Hotel,1932,E.Goulding,Irving Thalberg,SMGM,bnw,Dram,"AA, H**",hotel,Seen(27Jul1989)VT() V(C.Gibbons) B(Vicki Baum),|
EG13,The Flame Within,1935,E.Goulding,E.Goulding,SU:,prc,Ctxx,aw,lc,W(E.Goulding),|
EG14,That Certain Woman,1936,E.Goulding,PN:,SU:,prc,Ctxx,aw,lc,W(E.Goulding),|
EG16,The Dawn Patrol,1938,E.Goulding,Wallis,SWarners,bnw,Actn,H**,sky,M(Steiner),|
EG17,Dark Victory,1939,E.Goulding,PN:David Lewis,SWarners,bnw,Dram,"H**, AAN","Long Island, NY",M(Steiner; AAN),|
EG18,The Old Maid,1939,E.Goulding,PN:,SWarners,bnw,Dram,aw,lc,,|
EG19,We Are Not Alone,1939,E.Goulding,PN:,SU:,prc,Ctxx,aw,lc,,|
EG21,The Great Lie,1941,E.Goulding,PN:,SU:,prc,Ctxx,aw,lc,,|
EG23,The Constant Nymph,1943,E.Goulding,Blanke,SWarners,bnw,Romt,H*,"csd, Austria",W(Kathryn Scola) B(Margaret Kennedy),|
EG24,Claudia,1943,E.Goulding,PN:W. Perlheim,SFox,prc,Ctxx,aw,lc,,Er(Pr?)|
EG25,Of Human Bondage,1946,E.Goulding,PN:Henry Blake,SWarners,bnw,Dram,H*,,B(W.Somerset Maugham),|
EG20,The Razor's Edge,1946,E.Goulding,D.F.Zanuck,SFox,bnw,Dram,H*,"Chicago, IL; England; India",B(W.Somerset Maugham) W(Lamar Tutti) M(A.Newman) Seen(11Jan1990) Nt(camp),|
EG27,Nightmare Alley,1947,E.Goulding,PN:,Sfox,prc,Dram,aw,"carnivals, USA",B(William Gresham),|
EG28,Everybody does it,1949,E.Goulding,Nunally~J.,SFox,bnw,Musc,H,"NYC, NY",W(Nunally~J.) B(J.B.Cain),|
EG30,We're not Married,1952,E.Goulding,PN:,SU:,prc,Ctxx,aw,lc,,|
ESl10,His People,1925,Sloman,PN:,SU:,bws,Dram,aw,lc,,|
ESl30,There's Always Tomorrow,1934,Sloman,PN:,SMGM,bnw,Dram,aw,lc,B(Ursula Parrott),|
GLC2,So's Your Old Man,1926,LaCava,PN:,SParamount,bws,Comd,aw,lc,,|
GLC3,Smart Woman,1931,LaCava,PN:,SU:,bnw,Dram,aw,lc,,|
GLC4,Symphony of Six Million,1932,LaCava,Selznick,SRKO,bnw,Dram,aw,"NYC, NY",,|
GLC6,Age of Consent,1932,LaCava,Selznick,SRKO,bnw,Dram,aw,lc,,|
GLC7,The Half-Naked Truth,1932,LaCava,Selznick,SRKO,bnw,Dram,aw,lc,,|
GLC9,What Every Woman Knows,1934,LaCava,PN:,SMGM,bnw,Romt,aw,lc,,|
GLC11,She Married Her Boss,1935,LaCava,PN:,SU:,,Comd,|
GLC12,My Man Godfrey,1936,LaCava,PN:Charles R. Rogers,SUniversal,bnw,Comd,,"NYC, NY",Seen(1988) CoD(Koster),|
GLC13,Stage Door,1937,LaCava,Berman,SRKO,bnw,"Dram,Comd","AAN, AAN dir, H***","NYC, NY","W(Morris Ryskind, Anthony Veiller; AAN) M(Roy Webb) V(Polglase)",|
GLC15,The Primrose Path,1940,LaCava,LaCava,SRKO,bnw,,H,|
IGB10,Seven Chances,1925,Blystone,PN:,SU:,prc,Comd,aw,lc,,|
IGB20,Sky Hawk,1929,Blystone,PN:,SU:,prc,Ctxx,aw,lc,,|
IGB30,Tolable David,1930,Blystone,PN:,SU:,prc,Ctxx,aw,lc,,|
IGB40,Charlie Chan's Chance,1932,Blystone,PN:,SU:,,"Myst,Comd",,,Ser(Charlie Chan; 6),|
IGB45,Great Guy,1936,Blystone,PN:Douglas Maclean,Great National,bnw,CnR,,lc,Alt(Pluck of he Irish; \GB),|
IGB50,Blockheads,1938,Blystone,"PN:Roach, Stan Laurel",SU:,bnw,Comd,H***,garage,Ser(Laurel-Hardy) M(Marvin Hatley; AAN),|
IrC51,Behind That Curtain,1929,I.Cummings,PN:,SFox,bnw,"Myst,Comd",,,Ser(Charlie Chan; 3),|
IrC54,The Devil with Women,1930,I.Cummings,PU:,Fox,bnw,Advt,aw,Central America,"W(D.Nichols, Henry M.Johnson) M(Peter Brunelli)",|
IrC55,The Holy Terror,1931,I.Cummings,PU:,Fox,bnw,Advt,aw,"ranch, West",W(Ralph Black) M(George Schneiderman),|
IrC56,The Cisco Kid,1931,I.Cummings,PN:,SU:,bnw,West,,,B(OHenry: The Cabellero's Way),|
IrC60,The Man Hunt,1933,I.Cummings,PN:,SU:,bnw,West,,,,|
IrC66,It's a Small World,1935,I.Cummings,PN:,SU:,bnw,,,,,|
IrC67,Curly Top,1935,I.Cummings,"PN:D.F.Zanuck, Winfield Sheehan",SFox,bnw,Romt,H*,"school, MA",B(Jean Webster),|
IrC73,Poor Little Rich Girl,1936,I.Cummings,PN:,SU:,bnw,Romt,,,,|
IrC74,Little Miss Broadway,1936,I.Cummings,PN:,SU:,bnw,,,"NYC, NY",,|
IrC76,The Story of Alexander Graham Bell,1938,I.Cummings,PN:,SU:,bnw,BioP,,,,|
IrC77,Hollywood Cavalcade,1939,I.Cummings,PN:Harry Joe Brown,SFox,col,Dram,,"Hollywood, CA",,|
IrC79,Lillian Russell,1940,I.Cummings,D.Markey,SFox,prc,"Musc,BioP",,,,|
IrC80,Down Argentine Way,1940,I.Cummings,PN:,SU:,bnw,,,,,|
IrC81,That Night in Rio,1941,I.Cummings,Kohlmar,SFox,\Tcol,Musc,H*,"nightclub, Rio, Brazil",,|
IrC86,Sweet Rosie O'Grady,1943,I.Cummings,Perlberg,SFox,\Tcol,Musc,H*,lc,,|
IrC89,The Dolly Sisters,1945,I.Cummings,PN:,SU:,bnw,,,,|
IrC95,Double Dynamite,1951,I.Cummings,Cummings,SRKO,bnw,Comd,H,,Seen(16Mar1990) Alt(It's Only Money),|
LM2,The Cave Man,1926,Milestone,PN:,SWarners,bws,Comd,H,lc,W(D.F.Zanuck),|
LM4,Two Arabian Knights,1930,Milestone,H.Hughes,SU:,prc,CTxx,AA,|
LM9,All Quiet on the Western Front,1930,Milestone,Laemmle~jr,SUniversal,bnw,Dram,"AA, AA dir, H****","csd, France; T(1914)","B(Erich Maria Remarque) W(Milestone, Maxwell Anderson, Del Andrews, George Abbott; AAN) C(Artur Edeson; AAN)",|
LM10,The Front Page,1930,Milestone,H.Hughes,SHughes,bnw,Dram,"AAN, AA dir","Chicago, IL",W(MacArthur),|
LM11,Rain,1932,Milestone,F.Howard,SU.A.,bnw,"Advt,Romt",H,"Pago Pago, island, Pacific",R(PG) B(W.Somerset Maugham: Rain),|
LM12,"Hallelujah, I'm a Bum Again",1933,Milestone,PN:,SU:,prc,Ctxx,aw,lc,,|
LM14,Paris in the Spring,1935,Milestone,PN:,SU:,prc,CTxx,,"Paris, France",|
LM15,Anything Goes,1936,Milestone,PN:Benjamin Glazer,SParamount,bnw,Musc,H**,"ship, Atlantic","M(Cole~Porter, Victor Young) W(Guy Bolton, P.G. Wodehouse)",|
LM16,The General died at Dawn,1936,Milestone,PN:,SU:,prc,Ctxx,aw,lc,,|
LM17,Of Mice and Men,1939,Milestone,Roach,SU:,bnw,Dram,H***,"farm, AAN",M(Aaron Copeland; AAN) C(Norbert Brodine) B(John Steinbeck),|
LM20,Edge of Darkness,1943,Milestone,PN:Henry Blanke,SWarners,bnw,Dram,H*,Norway; T(1943),,|
LM22,The Puple Heart,1944,Milestone,PN:D.F.Zanuck,SFox,bnw,Dram,H*,"mil.inst., Pacific; Japan; T(1943)",,|
LM25,A Walk in the Sun,1946,Milestone,PN:Milestone,SU:,bnw,Dram,H***,"Salerno, Italy; T(1943)",,|
LM26,The Strange Love of Martha Ivers,1946,Milestone,Wallis,SParamount,bnw,Dram,H**,"town, USA",B(Jack Patrick; AAN) M(Rosza),|
LM29,Arch of Triumph,1948,Milestone,Milestone,SEnterprise,prc,Dram,,"Paris, France; T(1944)","B(Erich Maria Remarque) W(Milestone, Harry Brown) C(Russell Metty)",|
LM32,Les Mis\'erables,1952,Milestone,Kohlmar,SFox,bnw,,H**,"csd, France; Paris, France",Nt(Mis\#9) W(Rich.Murphy),|
LM38.,Mutiny on the Bounty,1962,Milestone,Aaron Rosenberg,SMGM,\Tcol,Dram,"AAN, H",Pacific,"B(Charles Nordhof, James Norman Hall) C(Surtees; AAN) M(Bronislau Kaper;AAN)",|
LM100,The Bull Skinner,1958,Milestone,Hitchcock,"SShamley, NBC",bnw,Susp,,,TV(7Apr1958) Le(1h),|
LM110,Ocean's Eleven,1960,Milestone,Milestone,SWarners,\Tcol,CnR,H*,"Las Vegas, NV",Nt(The Rat Pack movie),|
MoB10,The Torrent,1925,Mo.Bell,PN:Hunt Stromberg,SMGM,bws,Dram,H*,"Paris, France",Nt(first US Greta Garbo film) W(Dorothy Farnum),|
PSl10,Too many Kisses,1925,Sloane,PN:,SParamount,bws,Comd,aw,lc,,|
S1,The Salvation Hunters,1925,Sternberg,PN:,SU:,bws,Ctxx,aw,lc,,|
S3,Underworld,1927,Sternberg,PN:,SU:,prc,Ctxx,aw,lc,,|
S5,Last Command,1928,Sternberg,,SParamount,bws,Dram,"AAN, H**",,B(Lajos Biro; AAN),|
S6,Docks of New York,1928,Sternberg,PN:,SU:,bws,Dram,,"NYC, NY",W(Jules Furthman)|
S9,Der Blaue Engel,1930,Sternberg,"P:Zuckmayer, Pommer",SUFA,bnw,,H****,"Berlin, Germany","Seen(2Feb1988) B(H.Mann) M(Waxman, Friedrich Hollander) Alt(The Blue Angel; USA)",|
S10,Morocco,1930,Sternberg,PN:Louis S. Lighton,SParamount,bnw,Romt,"NFR, H***, AAN dir",Morocco,C(Lee Garmes; AAN) Seen(16Feb1988),|
S11,Dishonoured,1931,Sternberg,PN:,SParamount,bnw,Ctxx,aw,lc,,|
S12,An American Tragedy,1931,Sternberg,,SParamount,bnw,Dram,H**,USA,B(Theodore Dreiser) W(Sternberg) C(Lee Garmes),|
S13,Shanghai Express,1932,Sternberg,PN:,SParamount,bnw,,"H***, AAN, AAN dir","train, China",C(Lee Garmes; AA) W(James Furthman) B(Harry Hervey) Seen(16Feb1988),|
S14,Blonde Venus,1932,Sternberg,PN:,SParamount,bnw,Dram,H*,Enland,,|
S15,The Scarlet Empress,1934,Sternberg,PN:,SParamount,bnw,BioP,H***,,M(Wagner) Seen(16Feb1988),|
S16,The Devil is a Woman,1935,Sternberg,PN:,SParamount,bnw,Ctxx,aw,lc,,|
S17,The King Steps Out,1936,Sternberg,PN:,SColumbia,bnw,Musc,,,M(Kreisler) Seen(7Feb1988),|
S18,Crime and Punishment,1936,Sternberg,PN:,SU:,prc,Ctxx,aw,lc,,|
S21,The Shanghai Gesture,1941,Sternberg,PN:Arnold Pressburger,SArnold Productions,Bnw,Dram,,"Shanghai, China",|
S22,Jet Pilot,1950,Sternberg,PN:,SU:,prc,Ctxx,aw,lc,,|
S23,Macao,1951,Sternberg,H.Hughes,SU:,prc,CTxx,,Macao,"coD(H.Hughes, N.Ray)|"
S24.,The Saga of Anatahan,1953,Sternberg,PN:,SL:Japan,|
ThD20,The High Command,1936,Dickinson,PN:,SU:,bnw,,,|
ThD28,The Arsenal Stadium Mystery,1939,Dickinson,PN:,SU:,bnw,,,|
ThD30,Gaslight,1939,Dickinson,PN:John Cornfield,SBritish National,bnw,,H****,|
ThD35,The Prime Minister,1941,Dickinson,PN:,SU:,bnw,,,|
ThD36,Next of Kin,1941,Dickinson,PN:,SU:,bnw,,,|
ThD40,Men of Two Worlds,1945,Dickinson,PN:,SU:,bnw,,,|
ThD45,The Queen of Spades,1947,Dickinson,PN:,SU:,prc,,V(Ken~Adam),|
ThD50,The Secret People,1952,Dickinson,PN:Sidney Cole,SEaling,bnw,Susp,H*,"London, England T(1932)",C(Gordon Dines),|
ThD55,Hill 24 Doesn't Answer,1955,Dickinson,PN:,SU:,prc,,,|
WW12,Hell's Heroes,1929,Wyler,PN:,SUniversal,bnw,,,,B(Peter Bernard Kyrs),|
WW23,A House Divided,1931,Wyler,PN:Paul Kohner,SUniversal,bnw,,H*,,W(J.Huston),|
WW30,Counsellor at Law,1933,Wyler,PN:Henry Henigson,SUniversal,bnw,Dram,H*,,W(Elmer Rice),|
WW38,The Good Fairy,1935,Wyler,PN:,SU:,prc,Ctxx,aw,lc,,|
WW41,These Three,1936,Wyler,,SU:,bnw,Dram,,,B(Lillian Hellman),|
WW42,Dodsworth,1936,Wyler,S.Goldwyn,SGoldwyn,bnw,Dram,"AAN, AAN dir",,B(Sinclair Lewis) W(Sidney Howard; AAN) C(Mate),|
WW43,Dead End,1937,Wyler,S.Goldwyn,SGoldwyn,bnw,Dram,"AAN, H***","NYC, NY",C(Toland; AAN) W(Lillian Hellman) B(Sidney Kingsley),|
WW44,Jezebel,1938,Wyler,"P:wyler, Blanke",SWarners,bnw,Dram,"H***, AAN","New Orleans, LA; T(1830)",C(Ernest Haller; AAN) M(Steiner; AAN) Er(M:AA) W(J.Huston),|
WW45,Wuthering Heights,1939,Wyler,S.Goldwyn,SMGM,bnw,Romt,"H****, AAN, AAN dir","Yorkshire moors, England; T(1870)","W(Hecht, MacArthur; AAN) M(A.Newman; AAN, Mozar Turkish March) Seen(27Nov1989) B(Emily Bronte) V(James Basevi) C(Gregg Toland; AA)",|
WW46,The Letter,1940,Wyler,PN:Robert Lord,SWarners,bnw,,"AAN, AAN dir, H****",,R(NR) B(W.Somerset Maugham) M(Steiner; AAN) C(Tony Gadio; AAN),|
WW47,The Westerner,1940,Wyler,PN:Sam Goldwyn,SGoldwyn,bnw,West,H**,West,"W(Jo Swerling, Niven~Busch) B(Stuart N. Lake; AAN)",|
WW48,The Little Foxes,1941,Wyler,S.Goldwyn,SU:,bnw,,"AAN, H***, AAN dir",|
WW54,Mrs.~Miniver,1942,Wyler,PN:,SU:,prc,Dram,AA,lc,,|
WW60,The Memphis Belle,1944,Wyler,PN:War Activities Comission,SU:,bnw,Docu,H,"airplanes, England; Germany",|
WW61,The Fighting Lady,1945,Wyler,PN:,SU:,prc,Docu,aw,England; Germany,|
WW63,The Best Years of our Lives,1946,Wyler,S.Goldwyn,SGoldwyb,bnw,Dram,"H****, AA, AA dir","town, Midwest",W(Robert Sherwood; AA) M(Hugo Friedhofer; AA) C(Gregg Toland),|
WW64,The Heiress,1949,Wyler,PN:,SU:,prc,Dram,"AAN, AAN dir, CG****","NYC, NY; T(1900)",C(Leo Tover; AAN) B(Henry James: Washington Square) M(Aaron Copeland),|
WW65,Detective Story,1951,Wyler,Wyler,SU:,bnw,CnR,AAN dir,"police station, Manhattan, NY","Seen(26Jun1993) W(Robert Wyler, Philip Yourdon; AAN) B(Sidney Kingsley) C(Lee Garmes)",|
WW66,Carrie,1952,Wyler,Wyler,SParamount,bnw,Dram,H**,"Columbus, OH; Chicago, IL; T(1900)",M(Raskin)C(Victor Milner) B(Dreiser),|
WW67,Roman Holiday,1953,Wyler,Wyler,"SCinecitta, Paramount",bnw,Romt,"AAN, AAN dir, H**","Rome, Italy","B(Dalton Trumbo; AA; accepted by Ian McLellan Hunter) W(John Digton; AAN) C(Franz Planer, Henri Alekan; AAN) Seen(9Mar1988)",|
WW73,Desperate Hours,1955,Wyler,Wyler,SParamount,bnw,Dram,H*,"suburb, USA",,|
WW69,The Friendly Persuasion,1956,Wyler,PN:,SU:,prc,Ctxx,aw,lc,,|
WW80,The Big Country,1958,Wyler,"P:Wyler, Gregory Peck",SU.A.,\TR,West,H***,West,C(Franz Planer) M(Jerome Moross; AAN),|
WW81,Ben Hur,1959,Wyler,Zimbalist,SMGM,\Tcol,,"AA, AA dir, H**","Palestine; Rome, Italy",M(Rosza; AA) C(Surtees; AA) R(G) B(Lew Wallace),|
WW82,The Children's Hour,1962,Wyler,Wyler,"SU.A., Mirisch",prc,Dram,aw,lc,W(B(Lillian Hellman)),|
WW83,The Collector,1965,Wyler,PN:,SU:,prc,Ctxx,aw,lc,R(NR),|
WW84,How to Steal a Million,1966,Wyler,PN:Fred Kohlmar,SFox,prc,Comd,aw,lc,C(Charles Lang),|
WW85,Funny Girl,1968,Wyler,Ray~Stark,SColumbia,\Tcol,Musc,"H**, AAN","NYC, NY","R(G) C(Harry Stradling; AAN) M(Walter Scharf, Jule~Styne, Bob Merrill; AAN) W(Isobel Lennart)",|
WW87,The Liberation of L.B. Jones,1970,Wyler,PN: Ronald Lubin,Columbia,\Tcol,Susp,H*,South,"R(R) W(Sterling Silliphant, Jesse Hill Ford) B(Jesse Hill Ford)",|
ACa10,Rien que les Heures,1926,Cavalcanti,PN:,SU:,prc,Ctxx,aw,lc,,|
ACa17,En Rade,1927,Cavalcanti,PN:,SU:,prc,Ctxx,aw,lc,,|
ACa20,Sea Fever,1929,Cavalcanti,PN:,SU:,prc,Ctxx,aw,lc,,|
ACa30,North Sea,1938,Cavalcanti,PN:,SU:,prc,Ctxx,aw,lc,,|
ACa36,Men of the Lightship,1941,Cavalcanti,PN:,SU:,prc,Ctxx,aw,lc,,|
ACa40,Went the Day Well?,1942,Cavalcanti,PN:S.C. Balcon,SEaling,bnw,Dram,H***,"village, England T(1942)",B(Graham Greene) Alt(Forty-eight Hours; USA),|
ACa46,Champagne Charlie,1945,Cavalcanti,PN:,SU:,prc,Ctxx,aw,lc,,|
ACa50,Dead of Night,1945,Cavalcanti,"P:Sidney Cole, John Croydon",SEaling,bnwc,Horr,H****,,"CoD(Charles Crichton, Robert Hamer: Mirror of Crime, B.Dearden) W(John Baines, Angus MacPhail, H.G. Wells, E.F. Benson) M(Georges Auric)",|
